marca_temporal;identidad_de_genero;edad;maximo_nivel_de_formacion;que_carrera_de_grado_estudiaste;en_que_tipo_de_universidad_estudiaste_tu_carrera_de_grado;pais_en_el_que_trabajas;provincia_donde_trabajas;trabajo;rubro_de_la_empresa;cuantos_empleados_tiene_la_empresa;origen_del_capital;cuantas_personas_integran_el_area_de_rrhh;en_que_puesto_trabajas;tipo_de_contratacion;como_es_tu_jornada_laboral;cual_es_tu_funcion_principal_en_rrhh;cuantas_personas_tenes_a_cargo_pone_0_si_no_tenes_gente_a_cargo;hace_cuantos_anos_trabajas_en_la_empresa_donde_estas_0_para_menos_de_un_ano;hace_cuantos_anos_estas_en_tu_puesto_actual_0_para_menos_de_un_ano;cuantos_anos_de_experiencia_tenes_en_rrhh;cual_es_tu_remuneracion_bruta_mensual_en_tu_moneda_local_antes_de_impuestos_y_deducciones;que_beneficios_tenes;recibis_bonos;frecuencia_del_bono;tuviste_ajustes_por_inflacion_en_2022;cual_fue_el_porcentaje_de_aumento_acumulado_que_tuviste_en_2022;mes_del_ultimo_ajuste;trabajas_en_proyectos_independientes_ademas_de_tu_empleo;queres_contestar_mas_preguntas_30;van_a_ver_los_partidos_de_la_copa_del_mundo_de_futbol_en_la_oficina;se_permite_bloquear_la_agenda_durante_los_partidos_de_tu_seleccion_en_el_mundial;te_exigieron_saber_un_idioma_extranjero_ingles_portugues_etc_para_entrar_a_trabajar_en_tu_empresa;que_porcentaje_del_tiempo_usas_el_idioma_extranjero_en_tu_puesto_actual;que_tan_satisfecho_estas_con_tu_empresa;estas_buscando_trabajo;que_tan_de_acuerdo_estas_con_la_siguiente_frase_tengo_un_plan_de_desarrollo_claro_dentro_de_la_organizacion;cual_es_la_anecdota_mas_graciosa_o_bizarra_que_te_haya_sucedido_trabajando_en_rrhh;en_tu_empresa_sentis_que_rrhh_tiene_un_rol_importante_dentro_de_la_toma_de_decisiones_de_la_empresa;recursos_humanos_deberia_tener_un_colegio_profesional_como_abogacia_por_ejemplo;fundamenta_tu_respuesta_a_la_pregunta_anterior;participas_en_alguna_comunidad_de_rrhh;en_cuales;cual_es_la_tarea_que_mas_odias_trabajando_en_rrhh_actual_o_pasada;queres_contestar_mas_preguntas_45;te_identificas_como_lgbtiq_lesbiana_gay_bisexual_transexual_otra_minoria_sexual;tenes_alguna_discapacidad;en_tu_empresa_puedes_ser_como_realmente_eres_por_ej_expresar_abiertamente_tu_personalidad_tu_identidad_de_genero_orientacion_sexual_etc;que_porcentaje_aproximado_del_management_de_tu_empresa_son_mujeres_entiendase_posiciones_de_jefatura_de_gerencia_o_de_direccion;en_lo_que_va_del_ano_han_contratado_en_tu_empresa_a_personas_mayores_de_50_anos;en_lo_que_va_del_ano_han_contratado_en_tu_empresa_a_personas_con_discapacidad;es_importante_incorporar_el_lenguaje_inclusivo_en_la_organizacion;en_tu_organizacion_existe_una_linea_segura_o_politicas_definidas_para_actuar_frente_a_situaciones_de_acoso_o_discriminacion;sufriste_alguna_situacion_de_acoso_abuso_o_de_discriminacion_en_algun_trabajo;sentis_que_tu_entorno_laboral_es_machista
2022-10-11T19:23:57Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Ingeniería mecánica;1.001 - 2.500;Multinacional;;Analista;Indeterminado;Full time;Administración de personal;0;;2;4;210000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas, Reintegro en electricidad, amplio programa de learning;Tres sueldos o más;Anual;3 o más ajustes;;Septiembre;Si, en emprendimiento no relacionado con RRHH;Si;Trabajo full remoto;si bien no hay un lineamiento, informalmente se sobreentiende que estas fechas son especiales.;No;0;3;No,  pero escucho ofertas;4;;Si, tiene un rol importante real;No se;NS/NC;Si;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.3;Si;No;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto
2022-10-11T21:39:59Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;La Pampa;Relación de Dependencia;Servicios de salud;51 - 100;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;;4;19;235000;Horarios flexibles;No recibo bono;No recibo bono;No tuve ajustes;;Septiembre;No;Si;No;No me interesa;No;0;3;No,  pero escucho ofertas;2;;No tiene un rol importante en la toma de decisiones;Si;NA;Si;;Trámites presenciales en organismos públicos;Si;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.4;No;No;En desacuerdo;No;No;Si, es muy machista
2022-10-11T22:23:59Z;Hombre cis;18 - 25;Universitario completo;Administración de Empresas;Universidad Pública;México;NA;Relación de Dependencia;Alimentación, bebidas;501 - 1.000;Multinacional;;Administrativo;Indeterminado;Full time;Capacitación y desarrollo;0;;3;3;12000;Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Comedor / Almuerzos, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Mensual;1 solo;;Octubre;No;Si;No;No está permitido;No;0.1;5;No,  pero escucho ofertas;5;;No tiene un rol importante en la toma de decisiones;Si;Pará conflictos laborales;No;;Organizar la fiesta/regalos de fin de año;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-12T09:35:14Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;10.001 o más;Multinacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;0;7;216000;Medicina prepaga / Plan de salud, Abono de celular, Gimnasio, Home office, Idiomas, Posgrados;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Si;No;No hay un lineamiento, cada área decidirá qué hacer según su agenda;No;0.1;4;No estoy buscando cambiar;4;;Si, tiene un rol importante real;Si;A mi parecer sería importante que la gente que trabaja en RRHH se haya formado en RRHH. Además, para compartir prácticas, capacitaciones, impulsar cambios, regular acciones tomadas por RRHH;Si;;Organizar la fiesta/regalos de fin de año;Si;No;No tengo ninguna discapacidad;De acuerdo;0.4;Si;No;Ni de acuerdo ni en desacuerdo;Si;No;No es un entorno machista
2022-10-12T10:28:25Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;;Analista;Indeterminado;Full time;Administración de personal;2;;1;5;110000;Medicina prepaga / Plan de salud, Horarios flexibles, Home office;No recibo bono;No recibo bono;No tuve ajustes;;Julio;No;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-12T11:58:38Z;Mujer cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Servicios de consultoría;5.001 - 10.000;Nacional;;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;;1;8;162000;Tarjeta de descuento, Frutas y snacks, Home office, Préstamos;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Si;No;No me interesa;No;0;2;No,  pero escucho ofertas;2;;No tiene un rol importante en la toma de decisiones;Si;NA;No;;Recibir visitas del CEO o Managers globales;Si;Si;No tengo ninguna discapacidad;En desacuerdo;0.4;No;Si;De acuerdo;No;Si;Si, es muy machista
2022-10-12T12:16:27Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;101 - 250;Multinacional;;Analista;Indeterminado;Full time;Administración de personal;0;;1;15;200000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Si;No;no se ha definido ya que tenemos un modelo de trabajo flexible e hibrido;No;0.1;4;No,  pero escucho ofertas;3;;Si, tiene un rol importante real;No se;NA;No;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;No;No;En desacuerdo;Si;No;Si pero no es tanto
2022-10-12T18:40:28Z;Hombre cis;31 - 35;Universitario abandonado;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;501 - 1.000;Multinacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;1;5;550000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Combustible, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley), Reintegros en capacitación;Dos sueldos;Semestral;3 o más ajustes;;Octubre;No;Si;Sí;Sí, formalmente está avalado por la empresa;Si;0.3;5;No estoy buscando cambiar;5;;Si, tiene un rol importante real;Si;NA;No;;Organizar la fiesta/regalos de fin de año;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-12T22:33:45Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;;0;10;212000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de internet, Home office, Idiomas;No recibo bono;No recibo bono;2 ajustes;;Septiembre;No;Si;No;No me interesa;No;0.1;2;No,  pero escucho ofertas;2;;No tiene un rol importante en la toma de decisiones;No se;NA;No;;Archivar;Si;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.2;Si;No se;En desacuerdo;No;No;Si, es muy machista
2022-10-12T22:45:26Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;La Pampa;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;251 - 500;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;7;8;190000;No tengo beneficios adicionales;Un sueldo;Anual;3 o más ajustes;;Julio;Si, en emprendimiento relacionado con RRHH;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-13T12:34:46Z;Mujer cis;41 - 45;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;51 - 100;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;;9;9;200000;No tengo beneficios adicionales;No recibo bono;No recibo bono;1 solo;;Mayo;No;Si;No;No está permitido;No;0;3;No,  pero escucho ofertas;1;;No tiene un rol importante en la toma de decisiones;Si;NA;No;;Archivar;Si;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.9;Si;No;De acuerdo;No;No;No es un entorno machista
2022-10-13T12:54:07Z;Mujer cis;36 - 40;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;;Gerente;Indeterminado;Full time;Generalista;7;;1;15;696000;Frutas y snacks, Gimnasio, Reintegros en capacitación;Tres sueldos o más;Anual;3 o más ajustes;;Agosto;No;Si;No;Sí, formalmente está avalado por la empresa;Si;0.4;4;No estoy buscando cambiar;4;;Si, tiene un rol importante real;No;NA;No;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.6;No;No;Totalmente en desacuerdo;No;No;No es un entorno machista
2022-10-13T15:28:58Z;Mujer cis;25 - 30;Maestría o superior en curso;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;1.001 - 2.500;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;2;2;204500;Medicina prepaga / Plan de salud, Horarios flexibles, Home office;Variable en función de los resultados de compañía;Anual;1 solo;;Enero;No;Si;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;2;Sí, activamente;2;;Se dice que sí, pero en la práctica no tiene un rol importante;No se;Considero que aún no tengo experiencia suficiente en el área para asegurar una respuesta, aunque sí estoy segura que hace falta más formación profesional en el área y más práctica basada en la evidencia.;No;;lidiar con un jefe con falta de profesionalismo, hacer tareas que son perfectamente automatizables y que se impide esa automatización sin fundamento;Si;No;No tengo ninguna discapacidad;Totalmente en desacuerdo;0.4;Si;Si;Totalmente en desacuerdo;No;Sí claro, abuso de autoridad;No es un entorno machista
2022-10-14T12:50:02Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Supervisor;Indeterminado;Full time;Compensaciones y beneficios;0;;1;7;340000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas;Variable en función de los resultados de compañía;Anual;2 ajustes;;Octubre;No;Si;No;No me interesa;No;0.1;5;No estoy buscando cambiar;NA;;Si, tiene un rol importante real;No;NA;No;;Organizar la fiesta/regalos de fin de año;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-14T13:12:33Z;Mujer cis;25 - 30;Universitario abandonado;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Medios de comunicación, cultura, gráficos;501 - 1.000;Multinacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;0;6;300000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas, Reintegro en electricidad;No recibo bono;No recibo bono;2 ajustes;;Septiembre;No;Si;Sí;Sí, formalmente está avalado por la empresa;Si;0.2;2;No,  pero escucho ofertas;1;;Si, tiene un rol importante real;No se;No se cual sería la importancia que tendrá el colegio o como nos ayudaría a los profesionales que trabajamos en el área. Tampoco me queda claro como hariamos la diferencia los profesionales que estudiamos otras cosas (ej: Psicología, Relaciones del Trabajo, etc) para ingresar a él.;Si;;Coordinar agendas ajenas para llevar a cabo procesos, entrevistas o charlas.;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.2;Si;No se;Totalmente de acuerdo;Si;No;No es un entorno machista
2022-10-14T13:12:41Z;Hombre cis;36 - 40;Maestría o superior en curso;Psicología;Universidad Privada;Argentina;Corrientes;Relación de Dependencia;Alimentación, bebidas;1.001 - 2.500;Multinacional;;Jefe;Indeterminado;Full time;Capacitación y desarrollo;2;;3;15;505000;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Si;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;3;Sí, activamente;2;;No tiene un rol importante en la toma de decisiones;No;NA;No;;Organizar la fiesta/regalos de fin de año;Si;Si;No tengo ninguna discapacidad;Totalmente en desacuerdo;0.1;No;No;Ni de acuerdo ni en desacuerdo;No;No;Si, es muy machista
2022-10-14T13:13:54Z;Mujer cis;46 - 50;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Corrientes;Relación de Dependencia;Construcción;501 - 1.000;Multinacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;1;20;18000;No tengo beneficios adicionales;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Si;No;NA;No;NA;1;Sí, activamente;1;;No tiene un rol importante en la toma de decisiones;No;NA;No;;NA;Si;No;No tengo ninguna discapacidad;De acuerdo;0;Si;No;Totalmente en desacuerdo;No;No;Si, es muy machista
2022-10-14T13:44:25Z;Hombre cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios financieros seguros;101 - 250;Multinacional;;Supervisor;Indeterminado;Full time;Generalista;2;;0;5;200000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Home office, Reintegros en capacitación;Un sueldo;Anual;3 o más ajustes;;Septiembre;No;Si;No;No me interesa;No;NA;4;No,  pero escucho ofertas;3;;Si, tiene un rol importante real;Si;NA;No;;Archivar;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-14T13:51:33Z;Hombre cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;10.001 o más;Nacional;;Responsable;Indeterminado;Full time;People analytics;2;;2;8;288429;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Home office, Idiomas, Posgrados;No recibo bono;No recibo bono;3 o más ajustes;;Octubre;No;Si;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;3;No,  pero escucho ofertas;2;;Si, tiene un rol importante real;No;NC;No;;Trámites presenciales en organismos públicos;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-14T14:15:21Z;Hombre cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Servicios de salud;101 - 250;Nacional;;Responsable;Indeterminado;Full time;Generalista;1;;2;5;340000;Comedor / Almuerzos, Gimnasio, Posgrados, Préstamos;Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Noviembre;No;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-14T14:24:05Z;Hombre cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;251 - 500;Nacional;;Gerente;Indeterminado;Full time;Relaciones laborales;3;;3;13;900000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular;Dos sueldos;Anual;3 o más ajustes;;Julio;No;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-14T14:25:25Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;;9;15;307000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Frutas y snacks, Home office;Un sueldo;Anual;1 solo;;Agosto;No;Si;NA;Aun no definido;Si;0.2;5;No estoy buscando cambiar;3;;Si, tiene un rol importante real;Si;Me parece necesario poder agruparnos;Si;;Archivar;Si;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.2;No;No;Ni de acuerdo ni en desacuerdo;No;No;Si pero no es tanto
2022-10-14T14:28:12Z;Hombre cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;51 - 100;Nacional;;Gerente;Indeterminado;Full time;Generalista;2;;0;15;398000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Combustible, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office, Idiomas;Dos sueldos;Anual;1 solo;;Julio;Si, en proyectos ad honorem;Si;Sí;No se;No;0;5;No,  pero escucho ofertas;4;;Si, tiene un rol importante real;No se;Me parece que al final los colegios son una institución burocrática que no sirven de mucho. Regulan cosas que en la práctica después no se terminan de hacer o cumplir;Si;;Archivar;Si;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.3;No;Si;En desacuerdo;No;No;Si pero no es tanto
2022-10-14T14:38:02Z;Mujer cis;31 - 35;Maestría o superior en curso;Profesorado en Historia;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;501 - 1.000;Nacional;;Gerente;Plazo Fijo;Full time;Capacitación y desarrollo;10;;2;7;290000;Horarios flexibles, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;Si;Trabajo full remoto;No me interesa;No;0.1;3;No,  pero escucho ofertas;3;;Se dice que sí, pero en la práctica no tiene un rol importante;NA;NA;Si;;NA;Si;No;No tengo ninguna discapacidad;De acuerdo;0.2;Si;Si;Totalmente de acuerdo;Si;No;Si, es muy machista
2022-10-14T15:13:45Z;Hombre cis;31 - 35;Universitario abandonado;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;1;4;140000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas;Menos de un sueldo;Anual;3 o más ajustes;;Septiembre;No;Si;Sí;Sí, formalmente está avalado por la empresa;No;0.5;5;No estoy buscando cambiar;4;;Si, tiene un rol importante real;No;NA;No;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.2;Si;No se;Ni de acuerdo ni en desacuerdo;No se;No;No es un entorno machista
2022-10-14T15:20:45Z;Hombre cis;25 - 30;Universitario completo;Ciencias Política;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;10.001 o más;Multinacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;2;3;259000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de internet, Home office, Idiomas;Un sueldo;Anual;3 o más ajustes;;Septiembre;No;Si;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.2;4;No,  pero escucho ofertas;3;;Si, tiene un rol importante real;Si;NA;Si;;NA;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.7;Si;Si;Totalmente de acuerdo;Si;No;No es un entorno machista
2022-10-14T15:23:21Z;Mujer cis;41 - 45;Maestría o superior en curso;Psicología;Universidad Pública;Argentina;Jujuy;Relación de Dependencia;Industria metalúrgica, metalmecánica;1 - 50;Nacional;;HRBP;Indeterminado;Part time;HRIS / Administración de sistemas de RH;0;;0;17;143000;Horarios flexibles, Charter / Servicio de transporte, Comedor / Almuerzos, Home office, Préstamos;Variable en función de los resultados de compañía;Anual;2 ajustes;;Octubre;Si, en emprendimiento relacionado con RRHH;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-14T15:33:05Z;Mujer cis;41 - 45;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;;Director;Indeterminado;Full time;Generalista;0;;0;18;241000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office;No recibo bono;No recibo bono;2 ajustes;;Octubre;Si, en emprendimiento relacionado con RRHH;Si;Sí;Sí, formalmente está avalado por la empresa;No;0;5;No estoy buscando cambiar;4;;Si, tiene un rol importante real;No se;NA;Si;;Organizar la fiesta/regalos de fin de año;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.5;No;No;Ni de acuerdo ni en desacuerdo;Si;Si;No es un entorno machista
2022-10-14T15:45:12Z;Hombre cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;;Analista;Indeterminado;Full time;Administración de personal;0;;0;1;180000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Comedor / Almuerzos, Gimnasio, Home office, Idiomas;Menos de un sueldo;Anual;1 solo;;Septiembre;No;Si;No;No lo sé;Si;0.6;4;No estoy buscando cambiar;3;;Si, tiene un rol importante real;No se;NA;No;;Trámites presenciales en organismos públicos;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-14T15:49:41Z;Mujer cis;36 - 40;Universitario completo;Psicología;Universidad Pública;Argentina;Jujuy;Relación de Dependencia;Construcción;251 - 500;Nacional;;Gerente;Indeterminado;Full time;Diseño organizacional;0;;7;16;330000;Horarios flexibles, Abono de celular, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-14T15:52:53Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;2.501 - 5.000;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;0;3;177065;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Comedor / Almuerzos, Guadería, Gimnasio, Home office, Préstamos;Un sueldo;Anual;3 o más ajustes;;Octubre;No;Si;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;4;No estoy buscando cambiar;4;;Si, tiene un rol importante real;No se;NA;No;;Organizar la fiesta/regalos de fin de año;Si;No;No tengo ninguna discapacidad;De acuerdo;0.5;No se;No se;De acuerdo;Si;No;Si pero no es tanto
2022-10-14T16:15:51Z;Mujer cis;25 - 30;Universitario completo;Relaciones Públicas;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;501 - 1.000;Multinacional;;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;1;;1;7;234000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas;Menos de un sueldo;Anual;3 o más ajustes;;Octubre;No;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-14T16:16:03Z;Mujer cis;36 - 40;Terciario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Textiles, vestido, cuero, calzado;501 - 1.000;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;1;8;195000;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Abono de internet, Frutas y snacks, Gimnasio, Idiomas;Un sueldo;Anual;2 ajustes;;Julio;No;Si;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;4;No,  pero escucho ofertas;3;;Si, tiene un rol importante real;Si;NA;No;;NA;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.6;No se;No se;Totalmente de acuerdo;Si;Alguna vez sufrí maltrato psicológico;No es un entorno machista
